a2,a1,txt,t,id,fs,n,ts,v,coordinate_x,coordinate_y
400AGL,SFC,"NOTAM UAS Operating Area FTW 11/030 
DEFINED AS 5.2NM RADIUS OF 330909N0965025W (6.0NM SW T31) 
SFC-1210FT (SFC-400FT AGL) DLY SR-SS 2411031248-2503100031.",drotam,560793183,1730638080,FTW 11/030,1741566660,11/3 12:48Z to 3/10 00:31Z,33.152499999999996,-96.84027777777777
1199AGL,SFC,"NOTAM UAS Operating Area BMG_10/007 
DEFINED AS  5NM RADIUS OF 385110N0864841W (20NM SW BMG)  
SFC-2090FT (SFC-1199FT AGL)  DLY SR-SS 202410191200-202610312300.",drotam,560793125,1729339200,BMG_10/007,1793487600,10/19 12:00Z to 10/31 23:00Z,38.85277777777778,-86.81138888888889
2000AGL,SFC,"NOTAM UAS Operating Area FRI_09/002 
DEFINED AS  5NM RADIUS OF FRI038006.6  
SFC-3380FT (SFC-2000FT AGL)  202409051833-202503052359.",drotam,560793004,1725561180,FRI_09/002,1741219140,9/5 18:33Z to 3/5 23:59Z,,
400AGL,SFC,"NOTAM UAS Operating Area COU_03/001 
DEFINED AS  5NM RADIUS OF 385614N0924806W (8NM W VER)  
SFC-1230FT (SFC-400FT AGL)  202403010206-202502282359.",drotam,560792848,1709258760,COU_03/001,1740787140,3/1 02:06Z to 2/28 23:59Z,38.93722222222222,-92.80166666666666
1500AGL,SFC,"NOTAM UAS Operating Area ALS_12/018 
DEFINED AS  5NM RADIUS OF 372934N1054153W (7.6NM NW 05V)  
SFC-9180FT (SFC-1500FT AGL)  DLY 1400-2359 202412161400-202412202359.",drotam,560792997,1734357600,ALS_12/018,1734739140,12/16 14:00Z to 12/20 23:59Z,37.49277777777778,-105.69805555555556
400AGL,SFC,"NOTAM UAS Operating Area FHU 12/007 
DEFINED AS 3.5NM EITHER SIDE OF A LINE FM 314509N1102056W TO 315651N1102007W 
SFC-8120FT (SFC-400FT AGL) DLY 0000-2359 2412040000-2512032359.",drotam,560793173,1733270400,FHU 12/007,1764806340,12/4 00:00Z to 12/3 23:59Z,31.7525,-110.34888888888888
400AGL,SFC,"NOTAM UAS Operating Area ABQ 12/024 
DEFINED AS 3.5NM EITHER SIDE OF A LINE FM 314722N1100716W TO 315457N1101233W TO 315735N1101154W 
SFC-6190FT (SFC-400FT AGL) DLY 0000-2359 2412040000-2512032359.",drotam,560793246,1733270400,ABQ 12/024,1764806340,12/4 00:00Z to 12/3 23:59Z,31.789444444444445,-110.1211111111111
2500AGL,SFC,"NOTAM UAS Operating Area DCA_10/973 
DEFINED AS  5NM RADIUS OF BKT  
SFC-2960FT (SFC-2500FT AGL)  202411012001-202501302000.",drotam,560792958,1730491260,DCA_10/973,1738267200,11/1 20:01Z to 1/30 20:00Z,,
1000AGL,SFC,"NOTAM UAS Operating Area SNS_08/008 
DEFINED AS  5NM RADIUS OF SNS  
SFC-2680FT (SFC-1000FT AGL)  202408062212-202412312359.",drotam,560793249,1722982320,SNS_08/008,1735689540,8/6 22:12Z to 12/31 23:59Z,,
298AGL,SFC,"NOTAM UAS Operating Area WDG_06/015 
DEFINED AS  5NM RADIUS OF WDG  
SFC-1620FT (SFC-298FT AGL)  202406251604-202509112045.",drotam,560793192,1719331440,WDG_06/015,1757623500,6/25 16:04Z to 9/11 20:45Z,,
700AGL,SFC,"NOTAM UAS Operating Area GNV_12/165 
DEFINED AS  5NM RADIUS OF 331434N0813751W (12.3 NM W BNL)  
SFC-1070FT (SFC-700FT AGL)  202412161400-202412162100.",drotam,560793178,1734357600,GNV_12/165,1734382800,12/16 14:00Z to 12/16 21:00Z,33.24277777777778,-81.63083333333333
400AGL,SFC,"NOTAM UAS Operating Area ELP 12/066 
DEFINED AS 5NM RADIUS OF 314935.50N1055505.60W (21.9NM NNE E35) 
SFC-6290FT (SFC-400FT AGL) DLY 0000-2359 2412150000-2412282359.",drotam,560793053,1734220800,ELP 12/066,1735430340,12/15 00:00Z to 12/28 23:59Z,,
1000AGL,SFC,"NOTAM UAS Operating Area ANB_12/257 
DEFINED AS  5NM RADIUS OF 342944N0863101W (13.5NM WNW 8A1)  
SFC-2400FT (SFC-1000FT AGL)  DLY 1300-2300 202412121300-202412222300.",drotam,560793067,1734008400,ANB_12/257,1734908400,12/12 13:00Z to 12/22 23:00Z,34.495555555555555,-86.51694444444445
400AGL,SFC,"NOTAM UAS Operating Area MCN_12/101 
DEFINED AS  5NM RADIUS OF 335946N0840852W (8.4NM W LZU)  
SFC-1630FT (SFC-400FT AGL)  202412051200-202507011100.",drotam,560792888,1733400000,MCN_12/101,1751367600,12/5 12:00Z to 7/1 11:00Z,33.99611111111111,-84.14777777777779
400AGL,SFC,"NOTAM UAS Operating Area ABQ 12/023 
DEFINED AS 5NM RADIUS OF 314808N1094120W (18.7NM NE P29) 
SFC-5900FT (SFC-400FT AGL) DLY 0000-2359 2412040000-2512032359.",drotam,560793063,1733270400,ABQ 12/023,1764806340,12/4 00:00Z to 12/3 23:59Z,31.802222222222223,-109.6888888888889
400AGL,SFC,"NOTAM UAS Operating Area ABQ 11/111 
DEFINED AS 315824N1125301W TO 315146N1123122W TO 314724N1123122W TO 315402N1125301W TO POINT OF ORIGIN 
SFC-3620FT (SFC-400FT AGL) DLY 0000-2359 2411130000-2412312359.",drotam,560793133,1731456000,ABQ 11/111,1735689540,11/13 00:00Z to 12/31 23:59Z,31.973333333333333,-112.88361111111112
1200AGL,SFC,"NOTAM UAS Operating Area TUS_06/016 
DEFINED AS  5NM RADIUS 315314N1110430W (15.5NM SW TUS)  
SFC-5820FT (SFC-1200FT AGL)  202406111540-202502282359.",drotam,560793151,1718120400,TUS_06/016,1740787140,6/11 15:40Z to 2/28 23:59Z,31.88722222222222,-111.075
400AGL,SFC,"NOTAM UAS Operating Area GNV_04/083 
DEFINED AS  2.5NM EITHER SIDE OF A LINE FM 302405N0860853W (17.6NM E DTS) TO 301745N0855137W (5.3NM SW ECP)  
SFC-510FT (SFC-400FT AGL)  MON-FRI 1200-2100 202404081200-202412312100.",drotam,560792960,1712577600,GNV_04/083,1735678800,4/8 12:00Z to 12/31 21:00Z,30.40138888888889,-86.14805555555556
2500AGL,SFC,"NOTAM UAS Operating Area GRK_12/024 
DEFINED AS  5NM RADIUS OF GRK  
SFC-3770FT (SFC-2500FT AGL)  DLY 0800-1900 202412180800-202412201900.",drotam,560793219,1734508800,GRK_12/024,1734721200,12/18 08:00Z to 12/20 19:00Z,,
1200AGL,SFC,"NOTAM UAS Operating Area HRL 12/001 
DEFINED AS 260300N0975200W TO 260900N0975100W TO 260600N0974200W TO 260100N0973500W TO 255800N0973600W TO POINT OF ORIGIN 
SFC-1330FT (SFC-1200FT AGL) DLY 0000-2359 2412020000-2412312359.",drotam,560793258,1733097600,HRL 12/001,1735689540,12/2 00:00Z to 12/31 23:59Z,26.05,-97.86666666666666
400,SFC,"NOTAM UAS Operating Area PIE 12/294 
DEFINED AS 5NM RADIUS OF 280554.50N0824622.10W (7.3NM N CLW) 
SFC-400FT (SFC-410FT AGL) DLY 0000-2359 2401010000-2412252359.",drotam,560792905,1704067200,PIE 12/294,1735171140,1/1 00:00Z to 12/25 23:59Z,,
400,SFC,"NOTAM UAS Operating Area PIE 12/293 
DEFINED AS 5NM RADIUS OF 280356.80N0824407.30W (5.4NM NNE CLW) 
SFC-400FT (SFC-400FT AGL) DLY 0000-2359 2401010000-2412252359.",drotam,560793289,1704067200,PIE 12/293,1735171140,1/1 00:00Z to 12/25 23:59Z,,
1000AGL,SFC,"NOTAM UAS Operating Area MFE_12/093 
DEFINED AS  261402N0983439W (18.4NM ESE 67R) TO 261327N0983341W (17.7NM W MFE) TO 261315N0983120W (15.5NM W MFE) TO 261233N0983019W (14.5NM W MFE) TO 261202N0982852W (13.2NM W MFE) TO 261204N0982634W (11.1NM W MFE) TO 260928N0982307W (8.0NM WSW MFE) TO 260606N0981809W (5.6NM SW MFE) TO 260459N0981538W (5.7NM S MFE) TO 260823N0981519W (2.3NM SSW MFE) TO 260907N0981724W (3.1NM WSW MFE) TO 261104N0981848W (4.1NM W MFE) TO 261317N0982221W (7.7NM WNW MFE) TO 261429N0982559W (11.2NM WNW MFE) TO 262013N0982741W (15.4NM NW MFE) TO POINT OF ORIGIN  
SFC-1260FT (SFC-1000FT AGL)  202412160057-202501310057.",drotam,560792907,1734310620,MFE_12/093,1738285020,12/16 00:57Z to 1/31 00:57Z,26.233888888888888,-98.5775
400AGL,SFC,"NOTAM UAS Operating Area EMT 11/005 
DEFINED AS 4.5NM RADIUS OF KEMT 
SFC-1590FT (SFC-400FT AGL) DLY 0000-2359 2411170000-2412172359.",drotam,560793121,1731801600,EMT 11/005,1734479940,11/17 00:00Z to 12/17 23:59Z,,
200AGL,SFC,"NOTAM UAS Operating Area BPG_10/004 
DEFINED AS  4.5NM RADIUS OF 321043N1014150W (7NM E 63F)  
SFC-2930FT (SFC-200FT AGL)  202410071130-202510081130.",drotam,560793108,1728300600,BPG_10/004,1759923000,10/7 11:30Z to 10/8 11:30Z,32.17861111111111,-101.69722222222222
400AGL,SFC,"NOTAM UAS Operating Area FTW 10/143 
DEFINED AS 4.5NM RADIUS OF 330128.50N0963052.70W (6.9NM NW F46) 
SFC-1010FT (SFC-400FT AGL) DLY 0000-2359 2410070000-2412312359.",drotam,560792946,1728259200,FTW 10/143,1735689540,10/7 00:00Z to 12/31 23:59Z,,
400AGL,SFC,"NOTAM UAS Operating Area CDC_05/050 
DEFINED AS  403524N1120627W (5.4NM SW U42) TO 402832N1120428W (9.7NM SSW U42) TO 402816N1115433W (10NM SSE U42) TO 403525N1115420W (4.7NM ESE U42) TO POINT OF ORIGIN  
SFC-7420FT (SFC-400FT AGL)  202405091554-202501312359.",drotam,560792951,1715270040,CDC_05/050,1738367940,5/9 15:54Z to 1/31 23:59Z,40.59,-112.10749999999999
250AGL,SFC,"NOTAM UAS Operating Area FTW_11/224 
DEFINED AS  4.3NM RADIUS OF 314016N1015617W (13.3NM SE 7T7)  
SFC-3070FT (SFC-250FT AGL)  202411070106-202511072359.",drotam,560793153,1730941560,FTW_11/224,1762559940,11/7 01:06Z to 11/7 23:59Z,31.671111111111113,-101.93805555555556
500AGL,SFC,"NOTAM UAS Operating Area LAN_09/495 
DEFINED AS  4NM RADIUS OF W87  
SFC-1160FT (SFC-500FT AGL)  202409301320-PERM.",drotam,560793152,1727702400,LAN_09/495,0,9/30 13:20Z until further notice,,
200AGL,SFC,"NOTAM UAS Operating Area PNM 12/100 
DEFINED AS 4NM RADIUS OF 402758.60N0983853.30W (13.1NM SW HSI) 
SFC-2280FT (SFC-200FT AGL) 2412161600-2412162200.",drotam,560792879,1734364800,PNM 12/100,1734386400,12/16 16:00Z to 12/16 22:00Z,,
2000AGL,SFC,"NOTAM UAS Operating Area DEN 12/233 
DEFINED AS 4NM RADIUS OF 385318N1041451W (7.7NM ENE CO4) 
SFC-8830FT (SFC-2000FT AGL) MON-FRI 1500-2359 2412161500-2412202359.",drotam,560793066,1734361200,DEN 12/233,1734739140,12/16 15:00Z to 12/20 23:59Z,38.888333333333335,-104.2475
7000AGL,SFC,"NOTAM UAS Operating Area HUF_12/028 
DEFINED AS  4NM RADIUS OF 383936N0803522W (4NM SE 48I)  
SFC-9230FT (SFC-7000FT AGL)  DLY 1200-0001 202412031200-202412200001.",drotam,560792844,1733227200,HUF_12/028,1734652860,12/3 12:00Z to 12/20 00:01Z,38.66,-80.58944444444444
4000,SFC,"NOTAM UAS Operating Area OAK_10/307 
DEFINED AS  4NM RADIUS OF 383721.22N1220513.22W (10.5NM SW O41)  
SFC-4000FT (SFC-3820FT AGL) 202410251504-202510312359.",drotam,560793081,1729868640,OAK_10/307,1761955140,10/25 15:04Z to 10/31 23:59Z,,
400AGL,SFC,"NOTAM UAS Operating Area OAK_10/211 
DEFINED AS  4NM RADIUS OF  374631.30N1222414.60W (9.3NM W OAK)  
SFC-1340FT (SFC-400FT AGL)  THU FRI SAT SUN  WED 1800-0659 202410171800-202501160659.",drotam,560793040,1729188000,OAK_10/211,1737010740,10/17 18:00Z to 1/16 06:59Z,,
400,SFC,"NOTAM UAS Operating Area RNO_04/062 
DEFINED AS  4NM RADIUS OF 393335N1191433W (.7NM S N58)  
SFC-400FT 202404151900-202504140700.",drotam,560793127,1713207600,RNO_04/062,1744614000,4/15 19:00Z to 4/14 07:00Z,39.55972222222222,-119.2425
400AGL,SFC,"NOTAM UAS Operating Area IPL_12/002 
DEFINED AS  4NM RADIUS OF 325335N1160120W (25NM WNW IPL)  
SFC-2420FT (SFC-400FT AGL)  202412091400-202412182200.",drotam,560793092,1733752800,IPL_12/002,1734559200,12/9 14:00Z to 12/18 22:00Z,32.893055555555556,-116.02222222222223
400AGL,SFC,"NOTAM UAS Operating Area FHU 12/005 
DEFINED AS 1.5NM EITHER SIDE OF A LINE FM 314318N1102344W TO 314320N1101830W TO 314511N1101141W TO 314651N1100416W 
SFC-6600FT (SFC-400FT AGL) DLY 0000-2359 2412040000-2512032359.",drotam,560793279,1733270400,FHU 12/005,1764806340,12/4 00:00Z to 12/3 23:59Z,31.721666666666664,-110.39555555555556
400AGL,SFC,"NOTAM UAS Operating Area RDU_12/013 
DEFINED AS  4NM RADIUS OF 360543N0792614W (2.7NM NE BUY)  
SFC-1120FT (SFC-400FT AGL)  202412031700-202501040500.",drotam,560793267,1733245200,RDU_12/013,1735966800,12/3 17:00Z to 1/4 05:00Z,36.09527777777778,-79.43722222222223
1200AGL,SFC,"NOTAM UAS Operating Area MFE 11/141 
DEFINED AS 260542N0981615W TO 260643N0981539W TO 260556N0980731W TO 260555N0975135W TO 260413N0975140W TO 260324N0975209W TO 260305N0975759W TO 260354N0980151W TO 260229N0980219W TO 260228N0980449W TO 260342N0980432W TO 260347N0980812W TO 260257N0980848W TO 260355N0981009W TO 260313N0981009W TO 260313N0981143W TO 260435N0981312W TO 260419N0981455W TO POINT OF ORIGIN 
SFC-1340FT (SFC-1200FT AGL) DLY 1000-2100 2412011000-2412312100.",drotam,560793031,1733047200,MFE 11/141,1735678800,12/1 10:00Z to 12/31 21:00Z,26.095,-98.27083333333333
400AGL,SFC,"NOTAM UAS Operating Area FTW 11/034 
DEFINED AS 4NM RADIUS OF 330351N0970303W (4.4NM SSW 30F) 
SFC-1110FT (SFC-400FT AGL) DLY SR-SS 2411031249-2503100031.",drotam,560793140,1730638140,FTW 11/034,1741566660,11/3 12:49Z to 3/10 00:31Z,33.064166666666665,-97.05083333333333
400AGL,SFC,"NOTAM UAS Operating Area OAK_10/144 
DEFINED AS  4NM RADIUS OF 360408N1213538W (17.4NM WNW HGT)  
SFC-5160FT (SFC-400FT AGL)  DLY 1600-2359 202410111600-202412312359.",drotam,560792978,1728662400,OAK_10/144,1735689540,10/11 16:00Z to 12/31 23:59Z,36.06888888888889,-121.59388888888888
2300AGL,SFC,"NOTAM UAS Operating Area OAK_07/134 
DEFINED AS  4NM RADIUS OF OAR  
SFC-2910FT (SFC-2300FT AGL)  DLY SR-SS 202407131259-202507130326.",drotam,560792932,1720875540,OAK_07/134,1752377160,7/13 12:59Z to 7/13 03:26Z,,
400AGL,SFC,"NOTAM UAS Operating Area MOD_07/006 
DEFINED AS  4NM RADIUS OF 372359N1210925W (11.4NM NW 3O1)  
SFC-2040FT (SFC-400FT AGL)  202407111500-202501111600.",drotam,560793101,1720710000,MOD_07/006,1736611200,7/11 15:00Z to 1/11 16:00Z,37.39972222222222,-121.15694444444445
400AGL,SFC,"NOTAM UAS Operating Area RDU_04/048 
DEFINED AS  4NM RADIUS OF 353958N0785042W (6.7NM W 5W5)  
SFC-920FT (SFC-400FT AGL)  DLY 1200-0300 202404041200-202501020300.",drotam,560793260,1712232000,RDU_04/048,1735786800,4/4 12:00Z to 1/2 03:00Z,35.66611111111111,-78.845
400AGL,SFC,"NOTAM UAS Operating Area ELP 12/088 
DEFINED AS 3.9NM RADIUS OF 314726.40N1062954.80W (6.3NM WSW ELP) 
SFC-6590FT (SFC-400FT AGL) 2412161445-2412162335.",drotam,560792823,1734360300,ELP 12/088,1734392100,12/16 14:45Z to 12/16 23:35Z,,
700AGL,SFC,"NOTAM UAS Operating Area PIE_12/038 
DEFINED AS  4NM RADIUS OF 290431N0811712W (.2NM S DED)  
SFC-820FT (SFC-700FT AGL)  DLY 1130-2300 202412051130-202412312300.",drotam,560792947,1733398200,PIE_12/038,1735686000,12/5 11:30Z to 12/31 23:00Z,29.075277777777778,-81.28666666666666
999AGL,SFC,"NOTAM UAS Operating Area STC 11/004 
DEFINED AS 452236N0935728W TO 452420N0940207W TO 452605N0940318W TO 452730N0940042W TO 452731N0935408W TO 452545N0935407W TO 452154N0934829W TO 451951N0934834W TO 451953N0935124W TO POINT OF ORIGIN 
SFC-2070FT (SFC-999FT AGL) DLY 1400-0000 2411061400-2511060000.",drotam,560793226,1730901600,STC 11/004,1762387200,11/6 14:00Z to 11/6 00:00Z,45.376666666666665,-93.95777777777778
3600AGL,SFC,"NOTAM UAS Operating Area FTW_12/379 
DEFINED AS  333048N0961722W (8.5NM SW F00) TO 333049N0961122W (8.5NM S F00) TO 332253N0961122W (14.7NM SE F00) TO 332254N0961720W (15.6NM SSW F00) TO POINT OF ORIGIN  
SFC-4370FT (SFC-3600FT AGL)  DLY 1300-0200 202412141300-202412210200.",drotam,560793214,1734181200,FTW_12/379,1734746400,12/14 13:00Z to 12/21 02:00Z,33.513333333333335,-96.28944444444444
400AGL,SFC,"NOTAM UAS Operating Area MIA_11/352 
DEFINED AS  3.6NM RADIUS OF 270200N0803512W (7.8NM W X58)  
SFC-460FT (SFC-400FT AGL)  202411262000-202501262200.",drotam,560793216,1732651200,MIA_11/352,1737928800,11/26 20:00Z to 1/26 22:00Z,27.033333333333335,-80.58666666666666
300AGL,SFC,"NOTAM UAS Operating Area PAO_08/024 
DEFINED AS  3.5NM RADIUS OF 372750N1221155W (2NM W PAO)  
SFC-1090FT (SFC-300FT AGL)  202408221022-202412312359.",drotam,560793177,1724322120,PAO_08/024,1735689540,8/22 10:22Z to 12/31 23:59Z,37.46388888888889,-122.19861111111112
1000AGL,SFC,"NOTAM UAS Operating Area BRO 12/002 
DEFINED AS 255320N0972812W TO 255243N0972909W TO 255311N0973117W TO 255434N0973159W TO 255544N0973505W TO 255849N0973704W TO 260111N0973521W TO 260058N0973151W TO 255642N0973238W TO 255624N0973116W TO 255320N0972812W TO 255243N0972909W TO POINT OF ORIGIN 
SFC-1060FT (SFC-1000FT AGL) DLY 0400-1400 2412020400-2501011400.",drotam,560793046,1733112000,BRO 12/002,1735740000,12/2 04:00Z to 1/1 14:00Z,25.88888888888889,-97.47
400AGL,SFC,"NOTAM UAS Operating Area PAE 08/025 
DEFINED AS 3NM RADIUS OF 474044.70N1220751.60W (6.9NM ESE S60) 
SFC-940FT (SFC-400FT AGL) FRI MON TUE WED THU 1300-0500 2408091300-2501010500.",drotam,560793039,1723208400,PAE 08/025,1735707600,8/9 13:00Z to 1/1 05:00Z,,
1199AGL,SFC,"NOTAM UAS Operating Area TYS_12/052 
DEFINED AS  3.25NM RADIUS OF VXV275021 (17.3NM NW TYS)  
SFC-2560FT (SFC-1199FT AGL)  DLY 1200-2100 202412161200-202412202100.",drotam,560793110,1734350400,TYS_12/052,1734728400,12/16 12:00Z to 12/20 21:00Z,,
400AGL,SFC,"NOTAM UAS Operating Area LAN 11/388 
DEFINED AS 3NM RADIUS OF 423817.50N0831731W (5.9NM ESE PTK) 
SFC-1430FT (SFC-400FT AGL) 2412010459-2501010501.",drotam,560793159,1733029140,LAN 11/388,1735707660,12/1 04:59Z to 1/1 05:01Z,,
400AGL,SFC,"NOTAM UAS Operating Area SYR_04/004 
DEFINED AS  3NM RADIUS OF 430018N0761014W (7.1NM SW SYR)  
SFC-1750FT (SFC-400FT AGL)  DLY 1200-0200 202404031200-202501020200.",drotam,560793162,1712145600,SYR_04/004,1735783200,4/3 12:00Z to 1/2 02:00Z,43.005,-76.17055555555557
300AGL,SFC,"NOTAM UAS Operating Area GSO_12/050 
DEFINED AS  3NM RADIUS OF 360527N0801622W (3.6NM SW INT)  
SFC-1310FT (SFC-300FT AGL)  202412161300-202412162300.",drotam,560792962,1734354000,GSO_12/050,1734390000,12/16 13:00Z to 12/16 23:00Z,36.090833333333336,-80.27277777777778
400AGL,SFC,"NOTAM UAS Operating Area TYS_12/048 
DEFINED AS  3NM RADIUS OF 355551N0841837W (16.3NM WNW TYS)  
SFC-1760FT (SFC-400FT AGL)  202412161100-202412202300.",drotam,560792833,1734346800,TYS_12/048,1734735600,12/16 11:00Z to 12/20 23:00Z,35.93083333333333,-84.31027777777777
400AGL,SFC,"NOTAM UAS Operating Area ELP 12/067 
DEFINED AS 1.5NM EITHER SIDE OF A LINE FM 313500N1061700W TO 313600N1061700W TO 313600N1061800W TO 313700N1061800W TO 313900N1062000W TO 314100N1062000W TO 314200N1062200W TO 314300N1062200W 
SFC-4310FT (SFC-400FT AGL) DLY 0000-2359 2412150000-2412282359.",drotam,560792995,1734220800,ELP 12/067,1735430340,12/15 00:00Z to 12/28 23:59Z,31.583333333333332,-106.28333333333333
350AGL,SFC,"NOTAM UAS Operating Area TEB_12/027 
DEFINED AS  3NM RADIUS OF 410642N0740635W (11.3NM ESE 4N1)  
SFC-1550FT (SFC-350FT AGL)  202412052216-202512312359.",drotam,560793207,1733436960,TEB_12/027,1767225540,12/5 22:16Z to 12/31 23:59Z,41.111666666666665,-74.10972222222222
200AGL,SFC,"NOTAM UAS Operating Area CLE_11/233 
DEFINED AS  3NM RADIUS OF 403718N0814526W (9.5NM W 2D7)  
SFC-1560FT (SFC-200FT AGL)  202411111836-202505120500.",drotam,560792849,1731350160,CLE_11/233,1747026000,11/11 18:36Z to 5/12 05:00Z,40.62166666666667,-81.75722222222223
400AGL,SFC,"NOTAM UAS Operating Area OAK_10/221 
DEFINED AS  3NM RADIUS OF 374826N1222437W (9.8NM NW OAK)  
SFC-980FT (SFC-400FT AGL)  DLY 1830-0800 202410171830-202501150800.",drotam,560793070,1729189800,OAK_10/221,1736928000,10/17 18:30Z to 1/15 08:00Z,37.80722222222222,-122.41027777777778
400AGL,SFC,"NOTAM UAS Operating Area RDD 10/006 
DEFINED AS 3NM RADIUS OF 404306.80N1222542.80W (8.7NM NNW O85) 
SFC-4350FT (SFC-400FT AGL) DLY SR-SS 2410161423-2510010154.",drotam,560792869,1729088580,RDD 10/006,1759283640,10/16 14:23Z to 10/1 01:54Z,,
400AGL,SFC,"NOTAM UAS Operating Area TEB_10/103 
DEFINED AS  3NM RADIUS OF 405621N0740417W (4.9NM N TEB)  
SFC-590FT (SFC-400FT AGL)  202410031256-202510012359.",drotam,560792963,1727960160,TEB_10/103,1759363140,10/3 12:56Z to 10/1 23:59Z,40.939166666666665,-74.07138888888889
400AGL,SFC,"NOTAM UAS Operating Area SLC 10/033 
DEFINED AS 3NM RADIUS OF 403449N1115022.10W (7.4NM E U42) 
SFC-8280FT (SFC-400FT AGL) DLY 0000-2359 2410030000-2412312359.",drotam,560793000,1727913600,SLC 10/033,1735689540,10/3 00:00Z to 12/31 23:59Z,,
400AGL,SFC,"NOTAM UAS Operating Area SFO_04/264 
DEFINED AS  3NM RADIUS OF 373251N1221852W (2.7NM WNW SQL)  
SFC-1220FT (SFC-400FT AGL)  202404261736-202412312359.",drotam,560792850,1714152960,SFO_04/264,1735689540,4/26 17:36Z to 12/31 23:59Z,37.5475,-122.31444444444445
400AGL,SFC,"NOTAM UAS Operating Area RDU_04/050 
DEFINED AS  3NM RADIUS OF 355418N0785611W (7.2NM WNW RDU)  
SFC-800FT (SFC-400FT AGL)  DLY 1200-0300 202404041200-202501020300.",drotam,560793123,1712232000,RDU_04/050,1735786800,4/4 12:00Z to 1/2 03:00Z,35.905,-78.9363888888889
400AGL,SFC,"NOTAM UAS Operating Area OAK_01/024 
DEFINED AS  3NM RADIUS OF  374248.20N1213351W (6.0NM W TCY)  
SFC-2400FT (SFC-400FT AGL)  DLY 0000-2359  202401040000-202501022359.",drotam,560792919,1704326400,OAK_01/024,1735862340,1/4 00:00Z to 1/2 23:59Z,,
390AGL,SFC,"NOTAM UAS Operating Area RAL_12/074 
DEFINED AS  3NM RADIUS OF 333234N1174711W (9.6NM SSE SNA)  
SFC-1430FT (SFC-390FT AGL)  202412181900-202412182100.",drotam,560793203,1734548400,RAL_12/074,1734555600,12/18 19:00Z to 12/18 21:00Z,33.54277777777778,-117.7863888888889
400AGL,SFC,"NOTAM UAS Operating Area CXO 12/297 
DEFINED AS 3NM RADIUS OF 284155.30N1002837.60W (9.7NM SSE 5T9) 
SFC-1320FT (SFC-400FT AGL) 2412141110-2412191900.",drotam,560793143,1734174600,CXO 12/297,1734634800,12/14 11:10Z to 12/19 19:00Z,,
300AGL,SFC,"NOTAM UAS Operating Area PRC 11/358 
DEFINED AS 3NM RADIUS OF 332930.30N1115520.40W (5.6NM NE PHX) 
SFC-2990FT (SFC-300FT AGL) TUE-SAT 0000-2359 2412030000-2412312359.",drotam,560793069,1733184000,PRC 11/358,1735689540,12/3 00:00Z to 12/31 23:59Z,,
5000,SFC,"NOTAM UAS Operating Area FTW_11/670 
DEFINED AS  3NM RADIUS OF SJT349025.5  
SFC-5000FT (SFC-3230FT AGL) DLY 1400-0400 202412021400-202412200400.",drotam,560793144,1733148000,FTW_11/670,1734667200,12/2 14:00Z to 12/20 04:00Z,,
400AGL,SFC,"NOTAM UAS Operating Area FTW_11/625 
DEFINED AS  3NM RADIUS OF 330205N1024710W (4.7NM NE E57)  
SFC-4040FT (SFC-400FT AGL)  DLY 1500-2300 202411261500-202412262300.",drotam,560793008,1732633200,FTW_11/625,1735254000,11/26 15:00Z to 12/26 23:00Z,33.03472222222222,-102.78611111111111
400AGL,SFC,"NOTAM UAS Operating Area RAL_11/096 
DEFINED AS  3NM RADIUS OF 340801N1175427W (6.4NM NW POC)  
SFC-3260FT (SFC-400FT AGL)  202411171954-202501172359.",drotam,560793088,1731873240,RAL_11/096,1737158340,11/17 19:54Z to 1/17 23:59Z,34.13361111111111,-117.9075
400AGL,SFC,"NOTAM UAS Operating Area SDM 11/006 
DEFINED AS 3NM RADIUS OF 323909.60N1165721W (5.0NM N SDM) 
SFC-2970FT (SFC-400FT AGL) DLY SR-SS 2411091413-2510140117.",drotam,560792917,1731161580,SDM 11/006,1760404620,11/9 14:13Z to 10/14 01:17Z,,
400AGL,SFC,"NOTAM UAS Operating Area SDM 11/005 
DEFINED AS 3NM RADIUS OF 323708.20N1170124.70W (3.6NM NW SDM) 
SFC-1070FT (SFC-400FT AGL) DLY SR-SS 2411091413-2510140118.",drotam,560792918,1731161580,SDM 11/005,1760404680,11/9 14:13Z to 10/14 01:18Z,,
400AGL,SFC,"NOTAM UAS Operating Area SDM 11/002 
DEFINED AS 3NM RADIUS OF 323824N1170458.10W (6.6NM WNW SDM) 
SFC-860FT (SFC-400FT AGL) DLY 1400-0800 2411091400-2510140800.",drotam,560793104,1731160800,SDM 11/002,1760428800,11/9 14:00Z to 10/14 08:00Z,,
